Validation error, mini-batch count, D/T.
0.251196, 29000, 2018-03-10 09:28:18.
0.25095, 29050, 2018-03-10 09:30:14.
0.250775, 29100, 2018-03-10 09:32:08.
0.252315, 29150, 2018-03-10 09:34:01.
0.251012, 29200, 2018-03-10 09:35:55.
0.251141, 29250, 2018-03-10 09:37:49.
0.250759, 29300, 2018-03-10 09:39:44.
0.250838, 29350, 2018-03-10 09:41:40.
0.250696, 29400, 2018-03-10 09:43:36.
0.250591, 29450, 2018-03-10 09:45:32.
0.251163, 29500, 2018-03-10 09:47:27.
0.251032, 29550, 2018-03-10 09:49:21.
0.250776, 29600, 2018-03-10 09:51:15.
0.250791, 29650, 2018-03-10 09:53:08.
0.251287, 29700, 2018-03-10 09:55:04.
0.251586, 29750, 2018-03-10 09:56:56.
0.251127, 29800, 2018-03-10 09:58:52.
0.25181, 29850, 2018-03-10 10:00:47.
0.251119, 29900, 2018-03-10 10:02:42.
0.252187, 29950, 2018-03-10 10:04:37.
0.25072, 30000, 2018-03-10 10:06:31.
0.25058, 30050, 2018-03-10 10:08:27.
0.250764, 30100, 2018-03-10 10:10:21.
0.250701, 30150, 2018-03-10 10:12:11.
0.251258, 30200, 2018-03-10 10:14:08.
0.250815, 30250, 2018-03-10 10:16:01.
0.251691, 30300, 2018-03-10 10:17:55.
0.251058, 30350, 2018-03-10 10:19:51.
0.251106, 30400, 2018-03-10 10:21:47.
0.251207, 30450, 2018-03-10 10:23:41.
0.250831, 30500, 2018-03-10 10:25:33.
0.251521, 30550, 2018-03-10 10:27:29.
0.250648, 30600, 2018-03-10 10:29:24.
0.250562, 30650, 2018-03-10 10:31:22.
0.250864, 30700, 2018-03-10 10:33:14.
0.250837, 30750, 2018-03-10 10:35:09.
0.251148, 30800, 2018-03-10 10:37:02.
0.250906, 30850, 2018-03-10 10:38:54.
0.250922, 30900, 2018-03-10 10:40:49.
0.250438, 30950, 2018-03-10 10:42:45.
0.251364, 31000, 2018-03-10 10:44:39.
0.251688, 31050, 2018-03-10 10:46:32.
0.250663, 31100, 2018-03-10 10:48:28.
0.25049, 31150, 2018-03-10 10:50:22.
0.250657, 31200, 2018-03-10 10:52:15.
0.25043, 31250, 2018-03-10 10:54:11.
0.250579, 31300, 2018-03-10 10:56:07.
0.250319, 31350, 2018-03-10 10:58:02.
0.250397, 31400, 2018-03-10 10:59:54.
0.250781, 31450, 2018-03-10 11:01:50.
0.250877, 31500, 2018-03-10 11:03:44.
0.2512, 31550, 2018-03-10 11:05:39.
0.250924, 31600, 2018-03-10 11:07:32.
0.250737, 31650, 2018-03-10 11:09:28.
0.250638, 31700, 2018-03-10 11:11:22.
0.250534, 31750, 2018-03-10 11:13:16.
0.251263, 31800, 2018-03-10 11:15:09.
0.250685, 31850, 2018-03-10 11:17:04.
0.2508, 31900, 2018-03-10 11:18:58.
0.250592, 31950, 2018-03-10 11:20:50.
0.250361, 32000, 2018-03-10 11:22:45.
0.250443, 32050, 2018-03-10 11:24:42.
0.250552, 32100, 2018-03-10 11:26:38.
0.250798, 32150, 2018-03-10 11:28:29.
0.250466, 32200, 2018-03-10 11:30:24.
0.250109, 32250, 2018-03-10 11:32:19.
0.250474, 32300, 2018-03-10 11:34:12.
0.250269, 32350, 2018-03-10 11:36:04.
0.250585, 32400, 2018-03-10 11:37:56.
0.250485, 32450, 2018-03-10 11:39:51.
0.250582, 32500, 2018-03-10 11:41:42.
0.250152, 32550, 2018-03-10 11:43:40.
0.25061, 32600, 2018-03-10 11:45:34.
0.250086, 32650, 2018-03-10 11:47:31.
0.25029, 32700, 2018-03-10 11:49:27.
0.250565, 32750, 2018-03-10 11:51:23.
0.250254, 32800, 2018-03-10 11:53:17.
0.250588, 32850, 2018-03-10 11:55:11.
0.250086, 32900, 2018-03-10 11:57:02.
0.249972, 32950, 2018-03-10 11:59:00.
0.250986, 33000, 2018-03-10 12:00:54.
0.25018, 33050, 2018-03-10 12:02:49.
0.250352, 33100, 2018-03-10 12:04:41.
0.250496, 33150, 2018-03-10 12:06:33.
0.250031, 33200, 2018-03-10 12:08:29.
0.250517, 33250, 2018-03-10 12:10:24.
0.252058, 33300, 2018-03-10 12:12:16.
0.250584, 33350, 2018-03-10 12:14:09.
0.250355, 33400, 2018-03-10 12:16:01.
0.25036, 33450, 2018-03-10 12:17:56.
0.250129, 33500, 2018-03-10 12:19:53.
0.251763, 33550, 2018-03-10 12:21:48.
0.250762, 33600, 2018-03-10 12:23:40.
0.250447, 33650, 2018-03-10 12:25:35.
0.251713, 33700, 2018-03-10 12:27:31.
0.25077, 33750, 2018-03-10 12:29:25.
0.251878, 33800, 2018-03-10 12:31:16.
0.250478, 33850, 2018-03-10 12:33:10.
0.250758, 33900, 2018-03-10 12:35:01.
0.250569, 33950, 2018-03-10 12:36:58.
0.250163, 34000, 2018-03-10 12:38:53.
0.250098, 34050, 2018-03-10 12:40:47.
0.250241, 34100, 2018-03-10 12:42:40.
0.250206, 34150, 2018-03-10 12:44:32.
0.250203, 34200, 2018-03-10 12:46:25.
0.250575, 34250, 2018-03-10 12:48:20.
0.25035, 34300, 2018-03-10 12:50:14.
0.250096, 34350, 2018-03-10 12:52:08.
0.250433, 34400, 2018-03-10 12:54:03.
0.250216, 34450, 2018-03-10 12:55:58.
0.250236, 34500, 2018-03-10 12:57:54.
0.25053, 34550, 2018-03-10 12:59:49.
0.250249, 34600, 2018-03-10 13:01:44.
0.250239, 34650, 2018-03-10 13:03:38.
0.249971, 34700, 2018-03-10 13:05:38.
0.250162, 34750, 2018-03-10 13:07:29.
0.249798, 34800, 2018-03-10 13:09:26.
0.249831, 34850, 2018-03-10 13:11:20.
0.250048, 34900, 2018-03-10 13:13:13.
0.249883, 34950, 2018-03-10 13:15:04.
0.249676, 35000, 2018-03-10 13:17:01.
0.249912, 35050, 2018-03-10 13:18:56.
0.249928, 35100, 2018-03-10 13:20:53.
0.250127, 35150, 2018-03-10 13:22:46.
0.25009, 35200, 2018-03-10 13:24:43.
0.249888, 35250, 2018-03-10 13:26:39.
0.249896, 35300, 2018-03-10 13:28:32.
0.250148, 35350, 2018-03-10 13:30:28.
0.250532, 35400, 2018-03-10 13:32:22.
0.249936, 35450, 2018-03-10 13:34:15.
0.249989, 35500, 2018-03-10 13:36:07.
0.249912, 35550, 2018-03-10 13:37:59.
0.249598, 35600, 2018-03-10 13:39:56.
0.249824, 35650, 2018-03-10 13:41:52.
0.249616, 35700, 2018-03-10 13:43:46.
0.249809, 35750, 2018-03-10 13:45:39.
0.250127, 35800, 2018-03-10 13:47:30.
0.2499, 35850, 2018-03-10 13:49:24.
0.250445, 35900, 2018-03-10 13:51:21.
0.249773, 35950, 2018-03-10 13:53:15.
0.249848, 36000, 2018-03-10 13:55:06.
0.250006, 36050, 2018-03-10 13:57:01.
0.250071, 36100, 2018-03-10 13:58:57.
0.249514, 36150, 2018-03-10 14:00:51.
0.249872, 36200, 2018-03-10 14:02:46.
0.249905, 36250, 2018-03-10 14:04:40.
0.249559, 36300, 2018-03-10 14:06:36.
0.249835, 36350, 2018-03-10 14:08:30.
0.250303, 36400, 2018-03-10 14:10:24.
0.249927, 36450, 2018-03-10 14:12:19.
0.249954, 36500, 2018-03-10 14:14:12.
0.249887, 36550, 2018-03-10 14:16:06.
0.250118, 36600, 2018-03-10 14:18:03.
0.249908, 36650, 2018-03-10 14:19:56.
0.2499, 36700, 2018-03-10 14:21:51.
0.250072, 36750, 2018-03-10 14:23:42.
0.249634, 36800, 2018-03-10 14:25:37.
0.249762, 36850, 2018-03-10 14:27:31.
0.249657, 36900, 2018-03-10 14:29:29.
0.251352, 36950, 2018-03-10 14:31:22.
0.249916, 37000, 2018-03-10 14:33:14.
0.249884, 37050, 2018-03-10 14:35:09.
0.249756, 37100, 2018-03-10 14:37:04.
0.249345, 37150, 2018-03-10 14:39:00.
0.249516, 37200, 2018-03-10 14:40:55.
0.249504, 37250, 2018-03-10 14:42:51.
0.249653, 37300, 2018-03-10 14:44:45.
0.249388, 37350, 2018-03-10 14:46:38.
0.249329, 37400, 2018-03-10 14:48:34.
0.250038, 37450, 2018-03-10 14:50:26.
0.249725, 37500, 2018-03-10 14:52:20.
0.252677, 37550, 2018-03-10 14:54:13.
0.250022, 37600, 2018-03-10 14:56:05.
0.249453, 37650, 2018-03-10 14:57:58.
0.249791, 37700, 2018-03-10 14:59:53.
0.249668, 37750, 2018-03-10 15:01:48.
0.249542, 37800, 2018-03-10 15:03:42.
0.249396, 37850, 2018-03-10 15:05:34.
0.249061, 37900, 2018-03-10 15:07:34.
0.249486, 37950, 2018-03-10 15:09:28.
0.24906, 38000, 2018-03-10 15:11:26.
0.249287, 38050, 2018-03-10 15:13:21.
0.249226, 38100, 2018-03-10 15:15:15.
0.249285, 38150, 2018-03-10 15:17:08.
0.249113, 38200, 2018-03-10 15:19:05.
0.249135, 38250, 2018-03-10 15:20:59.
0.249631, 38300, 2018-03-10 15:22:54.
0.24986, 38350, 2018-03-10 15:24:49.
0.249152, 38400, 2018-03-10 15:26:41.
0.250111, 38450, 2018-03-10 15:28:34.
0.249452, 38500, 2018-03-10 15:30:30.
0.249156, 38550, 2018-03-10 15:32:26.
0.249363, 38600, 2018-03-10 15:34:17.
0.24937, 38650, 2018-03-10 15:36:11.
0.249068, 38700, 2018-03-10 15:38:04.
0.249025, 38750, 2018-03-10 15:40:01.
0.249314, 38800, 2018-03-10 15:41:55.
0.250539, 38850, 2018-03-10 15:43:51.
0.250025, 38900, 2018-03-10 15:45:43.
0.249383, 38950, 2018-03-10 15:47:39.
0.24898, 39000, 2018-03-10 15:49:35.
0.249013, 39050, 2018-03-10 15:51:29.
0.249051, 39100, 2018-03-10 15:53:25.
0.249213, 39150, 2018-03-10 15:55:20.
0.249158, 39200, 2018-03-10 15:57:14.
0.249099, 39250, 2018-03-10 15:59:10.
0.248948, 39300, 2018-03-10 16:01:05.
0.248939, 39350, 2018-03-10 16:03:00.
0.249119, 39400, 2018-03-10 16:04:57.
0.248866, 39450, 2018-03-10 16:06:55.
0.248947, 39500, 2018-03-10 16:08:49.
0.248762, 39550, 2018-03-10 16:10:46.
0.24915, 39600, 2018-03-10 16:12:41.
0.248871, 39650, 2018-03-10 16:14:32.
0.248762, 39700, 2018-03-10 16:16:29.
0.249025, 39750, 2018-03-10 16:18:22.
0.248976, 39800, 2018-03-10 16:20:16.
0.248874, 39850, 2018-03-10 16:22:13.
0.248781, 39900, 2018-03-10 16:24:08.
0.248802, 39950, 2018-03-10 16:26:01.
0.249052, 40000, 2018-03-10 16:27:56.
0.248861, 40050, 2018-03-10 16:29:50.
0.249483, 40100, 2018-03-10 16:31:44.
0.249169, 40150, 2018-03-10 16:33:38.
0.249211, 40200, 2018-03-10 16:35:29.
0.248894, 40250, 2018-03-10 16:37:27.
0.248931, 40300, 2018-03-10 16:39:16.
0.248987, 40350, 2018-03-10 16:41:12.
0.248956, 40400, 2018-03-10 16:43:06.
0.248782, 40450, 2018-03-10 16:44:59.
0.248831, 40500, 2018-03-10 16:46:50.
0.249333, 40550, 2018-03-10 16:48:45.
0.248734, 40600, 2018-03-10 16:50:41.
0.248635, 40650, 2018-03-10 16:52:38.
0.248719, 40700, 2018-03-10 16:54:35.
0.248819, 40750, 2018-03-10 16:56:28.
0.249422, 40800, 2018-03-10 16:58:22.
0.248937, 40850, 2018-03-10 17:00:14.
0.248847, 40900, 2018-03-10 17:02:09.
0.250297, 40950, 2018-03-10 17:04:02.
0.249235, 41000, 2018-03-10 17:05:57.
0.249903, 41050, 2018-03-10 17:07:51.
0.249238, 41100, 2018-03-10 17:09:46.
0.248795, 41150, 2018-03-10 17:11:41.
0.248693, 41200, 2018-03-10 17:13:39.
0.248874, 41250, 2018-03-10 17:15:32.
0.248799, 41300, 2018-03-10 17:17:26.
0.249395, 41350, 2018-03-10 17:19:21.
0.248772, 41400, 2018-03-10 17:21:16.
0.248688, 41450, 2018-03-10 17:23:09.
0.249011, 41500, 2018-03-10 17:25:02.
0.248491, 41550, 2018-03-10 17:26:58.
0.248503, 41600, 2018-03-10 17:28:52.
0.248445, 41650, 2018-03-10 17:30:50.
0.248296, 41700, 2018-03-10 17:32:49.
0.248377, 41750, 2018-03-10 17:34:42.
0.248827, 41800, 2018-03-10 17:36:34.
0.248777, 41850, 2018-03-10 17:38:30.
0.249133, 41900, 2018-03-10 17:40:21.
0.248669, 41950, 2018-03-10 17:42:13.
0.248383, 42000, 2018-03-10 17:44:08.
0.249352, 42050, 2018-03-10 17:46:04.
0.248684, 42100, 2018-03-10 17:47:57.
0.248816, 42150, 2018-03-10 17:49:50.
0.248592, 42200, 2018-03-10 17:51:42.
0.248516, 42250, 2018-03-10 17:53:35.
0.248703, 42300, 2018-03-10 17:55:33.
0.248612, 42350, 2018-03-10 17:57:27.
0.248805, 42400, 2018-03-10 17:59:20.
0.248506, 42450, 2018-03-10 18:01:13.
0.248526, 42500, 2018-03-10 18:03:08.
0.248627, 42550, 2018-03-10 18:05:01.
0.248848, 42600, 2018-03-10 18:06:58.
0.248489, 42650, 2018-03-10 18:08:49.
0.248632, 42700, 2018-03-10 18:10:45.
0.248776, 42750, 2018-03-10 18:12:40.
0.248888, 42800, 2018-03-10 18:14:33.
0.249255, 42850, 2018-03-10 18:16:26.
0.248732, 42900, 2018-03-10 18:18:23.
0.248729, 42950, 2018-03-10 18:20:18.
0.248843, 43000, 2018-03-10 18:22:15.
0.248777, 43050, 2018-03-10 18:24:10.
0.248924, 43100, 2018-03-10 18:26:01.
0.248946, 43150, 2018-03-10 18:27:53.
0.248858, 43200, 2018-03-10 18:29:48.
0.248611, 43250, 2018-03-10 18:31:41.
0.248602, 43300, 2018-03-10 18:33:33.
0.248774, 43350, 2018-03-10 18:35:26.
0.24871, 43400, 2018-03-10 18:37:21.
0.24884, 43450, 2018-03-10 18:39:18.
0.248793, 43500, 2018-03-10 18:41:11.
0.249268, 43550, 2018-03-10 18:43:08.
0.248259, 43600, 2018-03-10 18:45:03.
0.248737, 43650, 2018-03-10 18:47:02.
0.248537, 43700, 2018-03-10 18:48:54.
0.248456, 43750, 2018-03-10 18:50:49.
0.248614, 43800, 2018-03-10 18:52:41.
0.248458, 43850, 2018-03-10 18:54:34.
0.248445, 43900, 2018-03-10 18:56:32.
0.248901, 43950, 2018-03-10 18:58:29.
0.24856, 44000, 2018-03-10 19:00:21.
0.248122, 44050, 2018-03-10 19:02:16.
0.24843, 44100, 2018-03-10 19:04:11.
0.248321, 44150, 2018-03-10 19:06:02.
0.248662, 44200, 2018-03-10 19:07:53.
0.249599, 44250, 2018-03-10 19:09:46.
0.248712, 44300, 2018-03-10 19:11:40.
0.248283, 44350, 2018-03-10 19:13:34.
0.248004, 44400, 2018-03-10 19:15:27.
0.248407, 44450, 2018-03-10 19:17:22.
0.248282, 44500, 2018-03-10 19:19:23.
0.248294, 44550, 2018-03-10 19:21:14.
0.248391, 44600, 2018-03-10 19:23:08.
0.248744, 44650, 2018-03-10 19:25:04.
0.248397, 44700, 2018-03-10 19:26:56.
0.24844, 44750, 2018-03-10 19:28:50.
0.248649, 44800, 2018-03-10 19:30:44.
0.248226, 44850, 2018-03-10 19:32:36.
0.248767, 44900, 2018-03-10 19:34:33.
0.248128, 44950, 2018-03-10 19:36:26.
0.248598, 45000, 2018-03-10 19:38:19.
0.248395, 45050, 2018-03-10 19:40:12.
0.248429, 45100, 2018-03-10 19:42:09.
0.248309, 45150, 2018-03-10 19:44:07.
0.248656, 45200, 2018-03-10 19:45:59.
0.248981, 45250, 2018-03-10 19:47:54.
0.248572, 45300, 2018-03-10 19:49:49.
0.248524, 45350, 2018-03-10 19:51:42.
0.248748, 45400, 2018-03-10 19:53:35.
0.248479, 45450, 2018-03-10 19:55:27.
0.248247, 45500, 2018-03-10 19:57:23.
0.248629, 45550, 2018-03-10 19:59:18.
0.24856, 45600, 2018-03-10 20:01:12.
0.248548, 45650, 2018-03-10 20:03:05.
0.249065, 45700, 2018-03-10 20:05:01.
0.24841, 45750, 2018-03-10 20:06:54.
0.248596, 45800, 2018-03-10 20:08:48.
0.248948, 45850, 2018-03-10 20:10:43.
0.248944, 45900, 2018-03-10 20:12:38.
0.248758, 45950, 2018-03-10 20:14:33.
0.248535, 46000, 2018-03-10 20:16:26.
0.248453, 46050, 2018-03-10 20:18:21.
0.248272, 46100, 2018-03-10 20:20:14.
0.248376, 46150, 2018-03-10 20:22:11.
0.248383, 46200, 2018-03-10 20:24:02.
0.248508, 46250, 2018-03-10 20:25:56.
0.248676, 46300, 2018-03-10 20:27:52.
0.248211, 46350, 2018-03-10 20:29:46.
0.25711, 46400, 2018-03-10 20:31:42.
0.250098, 46450, 2018-03-10 20:33:37.
0.249044, 46500, 2018-03-10 20:35:31.
0.248992, 46550, 2018-03-10 20:37:24.
0.248957, 46600, 2018-03-10 20:39:19.
0.248912, 46650, 2018-03-10 20:41:10.
0.248701, 46700, 2018-03-10 20:43:06.
0.248828, 46750, 2018-03-10 20:45:00.
0.2483, 46800, 2018-03-10 20:46:57.
0.252364, 46850, 2018-03-10 20:48:51.
0.250697, 46900, 2018-03-10 20:50:45.
0.249455, 46950, 2018-03-10 20:52:41.
0.248709, 47000, 2018-03-10 20:54:35.
0.248772, 47050, 2018-03-10 20:56:33.
0.249367, 47100, 2018-03-10 20:58:28.
0.248989, 47150, 2018-03-10 21:00:23.
0.248764, 47200, 2018-03-10 21:02:16.
0.248505, 47250, 2018-03-10 21:04:10.
0.248263, 47300, 2018-03-10 21:06:03.
0.248218, 47350, 2018-03-10 21:07:57.
0.248369, 47400, 2018-03-10 21:09:51.
0.248176, 47450, 2018-03-10 21:11:46.
0.248265, 47500, 2018-03-10 21:13:43.
0.248242, 47550, 2018-03-10 21:15:37.
0.25057, 47600, 2018-03-10 21:17:34.
0.249052, 47650, 2018-03-10 21:19:29.
0.249186, 47700, 2018-03-10 21:21:21.
0.248116, 47750, 2018-03-10 21:23:15.
0.248861, 47800, 2018-03-10 21:25:12.
0.248264, 47850, 2018-03-10 21:27:05.
0.248405, 47900, 2018-03-10 21:28:57.
0.248178, 47950, 2018-03-10 21:30:53.
0.247949, 48000, 2018-03-10 21:32:50.
0.248998, 48050, 2018-03-10 21:34:41.
0.248649, 48100, 2018-03-10 21:36:31.
0.248793, 48150, 2018-03-10 21:38:27.
0.248289, 48200, 2018-03-10 21:40:22.
0.248025, 48250, 2018-03-10 21:42:17.
0.247929, 48300, 2018-03-10 21:44:13.
0.248092, 48350, 2018-03-10 21:46:06.
0.247989, 48400, 2018-03-10 21:48:00.
0.248345, 48450, 2018-03-10 21:49:53.
0.248007, 48500, 2018-03-10 21:51:47.
0.248101, 48550, 2018-03-10 21:53:44.
0.24797, 48600, 2018-03-10 21:55:40.
0.24777, 48650, 2018-03-10 21:57:35.
0.248157, 48700, 2018-03-10 21:59:29.
0.247931, 48750, 2018-03-10 22:01:24.
0.24805, 48800, 2018-03-10 22:03:18.
0.248123, 48850, 2018-03-10 22:05:15.
0.247904, 48900, 2018-03-10 22:07:12.
0.247986, 48950, 2018-03-10 22:09:08.
0.247879, 49000, 2018-03-10 22:11:01.
0.248211, 49050, 2018-03-10 22:12:56.
0.248745, 49100, 2018-03-10 22:14:54.
0.248145, 49150, 2018-03-10 22:16:46.
0.247991, 49200, 2018-03-10 22:18:40.
0.248154, 49250, 2018-03-10 22:20:38.
0.247992, 49300, 2018-03-10 22:22:33.
0.24804, 49350, 2018-03-10 22:24:27.
0.24839, 49400, 2018-03-10 22:26:24.
0.248235, 49450, 2018-03-10 22:28:16.
0.248237, 49500, 2018-03-10 22:30:10.
0.248325, 49550, 2018-03-10 22:32:04.
0.247979, 49600, 2018-03-10 22:33:57.
0.248085, 49650, 2018-03-10 22:35:53.
0.247916, 49700, 2018-03-10 22:37:46.
0.247783, 49750, 2018-03-10 22:39:43.
0.2482, 49800, 2018-03-10 22:41:37.
0.247978, 49850, 2018-03-10 22:43:32.
0.249731, 49900, 2018-03-10 22:45:25.
0.248722, 49950, 2018-03-10 22:47:18.
0.248365, 50000, 2018-03-10 22:49:14.
0.249192, 50050, 2018-03-10 22:51:09.
0.248309, 50100, 2018-03-10 22:53:06.
0.248, 50150, 2018-03-10 22:54:58.
0.248309, 50200, 2018-03-10 22:56:57.
0.248264, 50250, 2018-03-10 22:58:51.
0.247973, 50300, 2018-03-10 23:00:44.
0.248284, 50350, 2018-03-10 23:02:39.
0.248908, 50400, 2018-03-10 23:04:34.
0.248217, 50450, 2018-03-10 23:06:33.
0.247891, 50500, 2018-03-10 23:08:30.
0.248041, 50550, 2018-03-10 23:10:24.
0.248075, 50600, 2018-03-10 23:12:15.
0.247815, 50650, 2018-03-10 23:14:09.
0.248044, 50700, 2018-03-10 23:16:03.
0.248276, 50750, 2018-03-10 23:17:56.
0.248232, 50800, 2018-03-10 23:19:54.
0.248692, 50850, 2018-03-10 23:21:49.
0.248592, 50900, 2018-03-10 23:23:44.
0.248008, 50950, 2018-03-10 23:25:37.
0.248671, 51000, 2018-03-10 23:27:31.
0.24848, 51050, 2018-03-10 23:29:25.
0.248189, 51100, 2018-03-10 23:31:19.
0.248563, 51150, 2018-03-10 23:33:14.
0.248008, 51200, 2018-03-10 23:35:06.
0.24793, 51250, 2018-03-10 23:36:59.
0.247557, 51300, 2018-03-10 23:39:00.
0.24779, 51350, 2018-03-10 23:40:55.
0.248102, 51400, 2018-03-10 23:42:49.
0.248377, 51450, 2018-03-10 23:44:41.
0.248014, 51500, 2018-03-10 23:46:40.
0.249056, 51550, 2018-03-10 23:48:33.
0.248212, 51600, 2018-03-10 23:50:29.
0.248312, 51650, 2018-03-10 23:52:21.
0.247923, 51700, 2018-03-10 23:54:15.
0.24857, 51750, 2018-03-10 23:56:08.
0.248337, 51800, 2018-03-10 23:57:58.
0.248072, 51850, 2018-03-10 23:59:56.
0.248042, 51900, 2018-03-11 00:01:50.
0.248452, 51950, 2018-03-11 00:03:47.
0.24835, 52000, 2018-03-11 00:05:39.
0.247943, 52050, 2018-03-11 00:07:33.
0.248127, 52100, 2018-03-11 00:09:26.
0.247725, 52150, 2018-03-11 00:11:22.
0.247673, 52200, 2018-03-11 00:13:17.
0.248188, 52250, 2018-03-11 00:15:12.
0.247905, 52300, 2018-03-11 00:17:08.
0.24789, 52350, 2018-03-11 00:18:59.
0.247901, 52400, 2018-03-11 00:20:54.
0.248086, 52450, 2018-03-11 00:22:46.
0.24776, 52500, 2018-03-11 00:24:43.
0.247844, 52550, 2018-03-11 00:26:40.
0.247633, 52600, 2018-03-11 00:28:33.
0.247804, 52650, 2018-03-11 00:30:28.
0.248128, 52700, 2018-03-11 00:32:22.
0.24784, 52750, 2018-03-11 00:34:17.
0.247812, 52800, 2018-03-11 00:36:10.
0.247749, 52850, 2018-03-11 00:38:05.
0.247559, 52900, 2018-03-11 00:39:58.
0.247765, 52950, 2018-03-11 00:41:52.
0.248005, 53000, 2018-03-11 00:43:46.
0.247664, 53050, 2018-03-11 00:45:43.
0.247823, 53100, 2018-03-11 00:47:37.
0.247667, 53150, 2018-03-11 00:49:28.
0.247927, 53200, 2018-03-11 00:51:23.
0.248164, 53250, 2018-03-11 00:53:16.
0.247898, 53300, 2018-03-11 00:55:12.
0.248147, 53350, 2018-03-11 00:57:08.
0.24773, 53400, 2018-03-11 00:59:02.
0.247682, 53450, 2018-03-11 01:00:55.
0.247666, 53500, 2018-03-11 01:02:51.
0.247593, 53550, 2018-03-11 01:04:44.
0.247658, 53600, 2018-03-11 01:06:40.
0.247546, 53650, 2018-03-11 01:08:36.
0.248114, 53700, 2018-03-11 01:10:33.
0.247776, 53750, 2018-03-11 01:12:29.
0.248059, 53800, 2018-03-11 01:14:21.
0.247956, 53850, 2018-03-11 01:16:14.
0.247591, 53900, 2018-03-11 01:18:09.
0.247992, 53950, 2018-03-11 01:20:02.
0.247626, 54000, 2018-03-11 01:21:55.
0.247513, 54050, 2018-03-11 01:23:58.
0.247772, 54100, 2018-03-11 01:25:50.
0.248082, 54150, 2018-03-11 01:27:45.
0.247806, 54200, 2018-03-11 01:29:41.
0.247628, 54250, 2018-03-11 01:31:38.
0.247952, 54300, 2018-03-11 01:33:30.
0.248423, 54350, 2018-03-11 01:35:20.
0.248161, 54400, 2018-03-11 01:37:14.
0.248185, 54450, 2018-03-11 01:39:08.
0.247976, 54500, 2018-03-11 01:41:00.
0.247764, 54550, 2018-03-11 01:42:55.
0.248105, 54600, 2018-03-11 01:44:50.
0.247886, 54650, 2018-03-11 01:46:46.
0.247796, 54700, 2018-03-11 01:48:43.
0.247584, 54750, 2018-03-11 01:50:38.
0.248339, 54800, 2018-03-11 01:52:32.
0.248728, 54850, 2018-03-11 01:54:27.
0.247919, 54900, 2018-03-11 01:56:21.
0.247764, 54950, 2018-03-11 01:58:19.
0.247844, 55000, 2018-03-11 02:00:13.
0.247762, 55050, 2018-03-11 02:02:08.
0.247513, 55100, 2018-03-11 02:04:05.
0.247516, 55150, 2018-03-11 02:06:00.
0.250292, 55200, 2018-03-11 02:07:55.
0.248328, 55250, 2018-03-11 02:09:49.
0.248041, 55300, 2018-03-11 02:11:42.
0.247701, 55350, 2018-03-11 02:13:38.
0.248287, 55400, 2018-03-11 02:15:27.
0.247619, 55450, 2018-03-11 02:17:22.
0.247519, 55500, 2018-03-11 02:19:15.
0.247559, 55550, 2018-03-11 02:21:09.
0.24744, 55600, 2018-03-11 02:23:09.
0.24751, 55650, 2018-03-11 02:25:02.
0.24733, 55700, 2018-03-11 02:26:58.
0.247732, 55750, 2018-03-11 02:28:49.
0.247608, 55800, 2018-03-11 02:30:50.
0.247708, 55850, 2018-03-11 02:32:43.
0.247687, 55900, 2018-03-11 02:34:38.
0.247811, 55950, 2018-03-11 02:36:34.
0.247766, 56000, 2018-03-11 02:38:30.
0.247684, 56050, 2018-03-11 02:40:24.
0.247761, 56100, 2018-03-11 02:42:17.
0.247795, 56150, 2018-03-11 02:44:12.
0.24753, 56200, 2018-03-11 02:46:09.
0.247339, 56250, 2018-03-11 02:48:03.
0.247314, 56300, 2018-03-11 02:50:01.
0.247396, 56350, 2018-03-11 02:51:58.
0.247308, 56400, 2018-03-11 02:53:56.
0.247676, 56450, 2018-03-11 02:55:50.
0.247461, 56500, 2018-03-11 02:57:42.
0.247587, 56550, 2018-03-11 02:59:36.
0.247842, 56600, 2018-03-11 03:01:26.
0.247576, 56650, 2018-03-11 03:03:19.
0.247376, 56700, 2018-03-11 03:05:15.
0.24727, 56750, 2018-03-11 03:07:14.
0.247324, 56800, 2018-03-11 03:09:14.
0.24731, 56850, 2018-03-11 03:11:09.
0.247275, 56900, 2018-03-11 03:13:04.
0.247775, 56950, 2018-03-11 03:14:58.
0.248039, 57000, 2018-03-11 03:16:53.
0.248117, 57050, 2018-03-11 03:18:49.
0.24799, 57100, 2018-03-11 03:20:42.
0.247853, 57150, 2018-03-11 03:22:34.
0.247673, 57200, 2018-03-11 03:24:28.
0.247419, 57250, 2018-03-11 03:26:21.
0.247291, 57300, 2018-03-11 03:28:19.
0.24752, 57350, 2018-03-11 03:30:10.
0.247503, 57400, 2018-03-11 03:32:05.
0.247602, 57450, 2018-03-11 03:34:01.
0.247553, 57500, 2018-03-11 03:35:54.
0.247213, 57550, 2018-03-11 03:37:49.
0.24714, 57600, 2018-03-11 03:39:49.
0.247174, 57650, 2018-03-11 03:41:46.
0.247557, 57700, 2018-03-11 03:43:42.
0.247216, 57750, 2018-03-11 03:45:34.
0.247509, 57800, 2018-03-11 03:47:29.
0.247256, 57850, 2018-03-11 03:49:25.
0.247245, 57900, 2018-03-11 03:51:19.
0.247056, 57950, 2018-03-11 03:53:15.
0.246959, 58000, 2018-03-11 03:55:10.
0.248915, 58050, 2018-03-11 03:57:04.
